[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 16:44:33,820] Contact Details 04 - Step 07: Enter to 'State/Province' textbox with value is Thu Duc City
[2022-06-09 16:44:33,870] Contact Details 04 - Step 08: Enter to 'Zip/Postal Code' textbox with value is 550000
[2022-06-09 16:44:33,917] Contact Details 04 - Step 09: Select item in 'State/Province' dropdown with value is Viet Nam
[2022-06-09 16:44:34,186] Contact Details 04 - Step 10: Enter to 'Mobile' textbox with value is 0123456789
[2022-06-09 16:44:34,269] Contact Details 04 - Step 11: Enter to 'Work Email' textbox with value is autofc704@gmail.com
[2022-06-09 16:44:34,331] Contact Details 04 - Step 12: Click to 'Save' button at 'Contact Details' form
[2022-06-09 16:44:36,618] Contact Details 04 - Step 13: Verify Success Message is displayed
[2022-06-09 16:44:36,684]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,684] Contact Details 04 - Step 14: Verify 'Address Street 1' texbox is updated successfully
[2022-06-09 16:44:36,709]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,709] Contact Details 04 - Step 15: Verify 'Address Street 2' texbox is updated successfully
[2022-06-09 16:44:36,735]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,735] Contact Details 04 - Step 16: Verify 'City' texbox is updated successfully
[2022-06-09 16:44:36,760]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,760] Contact Details 04 - Step 17: Verify 'State/Province' texbox is updated successfully
[2022-06-09 16:44:36,794]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,794] Contact Details 04 - Step 18: Verify 'Zip/Postal Code' texbox is updated successfully
[2022-06-09 16:44:36,822]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:36,822] Contact Details 04 - Step 19: Verify 'Country' dropdown is updated successfully
[2022-06-09 16:44:37,384]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:37,384] Contact Details 04 - Step 20: Verify 'Mobile' textbox is updated successfully
[2022-06-09 16:44:37,414]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:37,414] Contact Details 04 - Step 21: Verify 'Work Email' textbox is updated successfully
[2022-06-09 16:44:37,442]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:37,474] Emergency Contacts 05 - Step 01: Open 'Emergency Contacts' tab at Side bar
[2022-06-09 16:44:38,657] Emergency Contacts 05 - Step 02: Click to 'Add' button at 'Emergency Contacts' form
[2022-06-09 16:44:38,960] Emergency Contacts 05 - Step 03: Enter to 'Name' textbox with value is Johny Dang
[2022-06-09 16:44:39,026] Emergency Contacts 05 - Step 04: Enter to 'Relationship' textbox with value is Brother
[2022-06-09 16:44:39,079] Emergency Contacts 05 - Step 05: Enter to 'Home Telephone' textbox with value is 0987654321
[2022-06-09 16:44:39,125] Emergency Contacts 05 - Step 06: Enter to 'Mobile' textbox with value is 0192837465
[2022-06-09 16:44:39,173] Emergency Contacts 05 - Step 07: Enter to 'Work Telephone' textbox with value is 0987612345
[2022-06-09 16:44:39,225] Emergency Contacts 05 - Step 08: Click to 'Save' button at 'Emergency Contacts' form
[2022-06-09 16:44:41,025] Emergency Contacts 05 - Step 09: Verify Success Message is displayed
[2022-06-09 16:44:41,100]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,100] Emergency Contacts 05 - Step 10: Verify 'Name' value is updated successfully in data table
[2022-06-09 16:44:41,150]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,150] Emergency Contacts 05 - Step 11: Verify 'Relationship' value is updated successfully in data table
[2022-06-09 16:44:41,215]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,215] Emergency Contacts 05 - Step 12: Verify 'Home Telephone' value is updated successfully in data table
[2022-06-09 16:44:41,300]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,300] Emergency Contacts 05 - Step 13: Verify 'Mobile' value is updated successfully in data table
[2022-06-09 16:44:41,419]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,419] Emergency Contacts 05 - Step 14: Verify 'Work Telephone' value is updated successfully in data table
[2022-06-09 16:44:41,525]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:41,530] Dependents 06 - Step 01: Open 'Dependents' tab at Side bar
[2022-06-09 16:44:42,820] Dependents 06 - Step 02: Click to 'Add' button at 'Dependent' form
[2022-06-09 16:44:43,107] Dependents 06 - Step 03: Enter to 'Name' textbox with value is Wanda Maximoff
[2022-06-09 16:44:43,183] Dependents 06 - Step 04: Select item in 'Relationship' dropdown with value is Child
[2022-06-09 16:44:43,758] Dependents 06 - Step 05: Enter to 'Date of Birth' datepicker with value is 1975-04-30
[2022-06-09 16:44:44,151] Dependents 06 - Step 06: Click to 'Save' button at 'Dependent' form
[2022-06-09 16:44:46,420] Dependents 06 - Step 07: Verify Success Message is displayed
[2022-06-09 16:44:46,474]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:46,474] Dependents 06 - Step 08: Verify 'Name' value is updated successfully in data table
[2022-06-09 16:44:46,533]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:46,533] Dependents 06 - Step 09: Verify 'Relationship' value is updated successfully in data table
[2022-06-09 16:44:46,601]  -------------------------- FAILED -------------------------- 
[2022-06-09 16:44:46,601] Dependents 06 - Step 10: Verify 'Date of Birth' value is updated successfully in data table
[2022-06-09 16:44:46,691]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:46,779] Job 07 - Step 01: Login with Admin role
[2022-06-09 16:44:50,837] Job 07 - Step 02: Open 'Employee List' page
[2022-06-09 16:44:54,749] Job 07 - Step 03: Enter to 'Employee Name' textbox with value is: Automation847 FC
[2022-06-09 16:44:54,832] Job 07 - Step 04: Click to 'Search' button
[2022-06-09 16:45:01,967] Job 07 - Step 05: Verify Employee Information displayed at 'Result Table'
[2022-06-09 16:45:02,057]  -------------------------- FAILED -------------------------- 
[2022-06-09 16:45:02,129]  -------------------------- FAILED -------------------------- 
[2022-06-09 16:45:02,205]  -------------------------- FAILED -------------------------- 
[2022-06-09 16:45:02,206] Job 07 - Step 06: Click to 'ID' Link in data table
[2022-06-09 16:46:42,782] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 16:46:49,782] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 16:46:53,577] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 16:46:57,608] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 16:46:58,601] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation83
[2022-06-09 16:46:58,701] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 16:46:58,757] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 16:46:58,795] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 16:46:59,068] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc543
[2022-06-09 16:46:59,144] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 16:46:59,212] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 16:46:59,259] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 16:46:59,307] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 16:47:00,113] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 16:47:09,192] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation83 FC
[2022-06-09 16:47:09,270] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 16:47:15,590] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 16:47:15,693]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:15,768]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:15,855]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:15,926] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 16:47:20,340] Upload Avatar 02 - Step 02: Click to 'My Info' Menu
[2022-06-09 16:47:22,822] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 16:47:23,944] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 16:47:23,985] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 16:47:26,906] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-09 16:47:26,906] Upload Avatar 02 - Step 07: Verify new Avatar is displayed
[2022-06-09 16:47:26,967]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:26,975] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-09 16:47:28,808] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-09 16:47:28,846]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,873]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,896]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,921]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,944]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,969]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:28,994]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,023]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,047]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,047] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-09 16:47:29,337] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-09 16:47:29,394]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,394] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-09 16:47:29,437]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,437] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-09 16:47:29,462]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,462] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-09 16:47:29,487]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,487] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-09 16:47:29,509]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:29,509] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-09 16:47:29,564] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-09 16:47:29,621] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-09 16:47:29,874] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-09 16:47:30,172] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-09 16:47:30,471] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-09 16:47:32,562] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-09 16:47:32,624]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:32,624] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-09 16:47:32,652]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:32,653] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-09 16:47:32,687]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:32,688] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-09 16:47:32,713]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:32,713] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-09 16:47:32,767]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:32,767] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-09 16:47:33,302]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:33,302] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-09 16:47:33,329]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:33,337] Contact Details 04 - Step 01: Open 'Contact Details' tab at Side bar
[2022-06-09 16:47:34,870] Contact Details 04 - Step 02: Verify all fields at 'Contact Details' form are disabled
[2022-06-09 16:47:34,903]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:34,930]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:34,955]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:34,978]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,006]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,037]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,062]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,094]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,128]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,160]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,190]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:47:35,190] Contact Details 04 - Step 03: Click to 'Edit' button at 'Contact Details' form
[2022-06-09 16:47:35,460] Contact Details 04 - Step 04: Enter to 'Address Street 1' textbox with value is 235 Ly Thuong Kiet
[2022-06-09 16:47:35,528] Contact Details 04 - Step 05: Enter to 'Address Street 2' textbox with value is 56 Hoang Dieu
